scoring_id,checkingstatus,loanduration,credithistory,loanpurpose,loanamount,existingsavings,employmentduration,installmentpercent,sex,othersonloan,currentresidenceduration,ownsproperty,age,installmentplans,housing,existingcreditscount,job,dependents,telephone,foreignworker,prediction,scoring_timestamp
1001,2.0,19.0,1.0,3.0,1957.0,3.0,0.0,57.0,1.0,3.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,2022-03-04T20:22:40.709001
1002,0.0,4.0,0.0,2.0,3840.0,3.0,3.0,40.0,0.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2022-03-04T20:23:00.709001
1003,3.0,35.0,4.0,0.0,6512.0,4.0,1.0,29.0,1.0,5.0,2.0,3.0,5.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,2022-03-04T20:23:20.709001
1004,1.0,19.0,0.0,5.0,624.0,3.0,1.0,45.0,0.0,2.0,0.0,0.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,2022-03-04T20:23:40.709001
1005,0.0,20.0,4.0,7.0,3787.0,2.0,0.0,47.0,1.0,3.0,2.0,0.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2022-03-04T20:24:00.709001
1006,0.0,33.0,4.0,1.0,4723.0,1.0,1.0,43.0,1.0,3.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2022-03-04T20:24:20.709001
1007,0.0,15.0,4.0,9.0,4312.0,3.0,0.0,44.0,0.0,3.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,2022-03-04T20:24:40.709001
1008,3.0,40.0,4.0,5.0,11347.0,4.0,1.0,41.0,1.0,4.0,0.0,0.0,3.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,2022-03-04T20:25:00.709001
1009,2.0,18.0,1.0,2.0,1939.0,1.0,0.0,40.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,2022-03-04T20:25:20.709001
1010,1.0,9.0,1.0,5.0,4854.0,3.0,1.0,43.0,0.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T20:25:40.709001
1011,3.0,36.0,4.0,10.0,7694.0,4.0,2.0,28.0,1.0,5.0,0.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2022-03-04T20:26:00.709001
1012,2.0,31.0,1.0,7.0,250.0,3.0,3.0,33.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,2022-03-04T20:26:20.709001
1013,2.0,6.0,0.0,2.0,250.0,3.0,0.0,26.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,2022-03-04T20:26:40.709001
1014,2.0,10.0,4.0,5.0,1112.0,3.0,1.0,52.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T20:27:00.709001
1015,0.0,29.0,3.0,7.0,3668.0,0.0,2.0,29.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T20:27:20.709001
1016,0.0,39.0,4.0,5.0,7214.0,2.0,2.0,27.0,1.0,3.0,2.0,0.0,4.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,2022-03-04T20:27:40.709001
1017,2.0,11.0,0.0,7.0,250.0,3.0,3.0,37.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T20:28:00.709001
1018,2.0,25.0,1.0,2.0,1186.0,3.0,3.0,46.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,2022-03-04T20:28:20.709001
1019,3.0,37.0,4.0,5.0,5823.0,1.0,1.0,52.0,1.0,4.0,1.0,0.0,5.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2022-03-04T20:28:40.709001
1020,0.0,27.0,3.0,9.0,5229.0,0.0,1.0,46.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2022-03-04T20:29:00.709001
1021,3.0,26.0,4.0,3.0,6542.0,0.0,2.0,61.0,1.0,5.0,2.0,0.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2022-03-04T20:29:20.709001
1022,0.0,5.0,4.0,0.0,1259.0,1.0,0.0,33.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,2022-03-04T20:29:40.709001
1023,2.0,13.0,4.0,3.0,1340.0,0.0,1.0,55.0,1.0,3.0,0.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,2022-03-04T20:30:00.709001
1024,0.0,13.0,4.0,9.0,250.0,3.0,1.0,35.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T20:30:20.709001
1025,2.0,14.0,0.0,5.0,868.0,3.0,0.0,49.0,0.0,3.0,2.0,1.0,3.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,2022-03-04T20:30:40.709001
1026,3.0,23.0,4.0,7.0,2359.0,0.0,0.0,31.0,1.0,3.0,0.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2022-03-04T20:31:00.709001
1027,0.0,27.0,3.0,0.0,6716.0,2.0,1.0,48.0,1.0,3.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2022-03-04T20:31:20.709001
1028,0.0,16.0,0.0,2.0,2878.0,3.0,0.0,43.0,1.0,3.0,2.0,0.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2022-03-04T20:31:40.709001
1029,2.0,22.0,1.0,5.0,1190.0,3.0,1.0,54.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2022-03-04T20:32:00.709001
1030,3.0,31.0,4.0,3.0,6795.0,2.0,0.0,55.0,1.0,4.0,2.0,0.0,5.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,2022-03-04T20:32:20.709001
1031,0.0,12.0,2.0,2.0,250.0,3.0,4.0,38.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T20:32:40.709001
1032,0.0,21.0,1.0,5.0,2902.0,3.0,0.0,34.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T20:33:00.709001
1033,2.0,8.0,4.0,5.0,2842.0,3.0,0.0,40.0,0.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T20:33:20.709001
1034,2.0,8.0,1.0,5.0,2149.0,3.0,4.0,49.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T20:33:40.709001
1035,0.0,43.0,3.0,8.0,4814.0,1.0,2.0,30.0,1.0,4.0,2.0,0.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,2022-03-04T20:34:00.709001
1036,1.0,36.0,4.0,0.0,7673.0,0.0,1.0,34.0,1.0,4.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2022-03-04T20:34:20.709001
1037,0.0,5.0,0.0,3.0,3261.0,3.0,3.0,56.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T20:34:40.709001
1038,0.0,27.0,1.0,4.0,4811.0,0.0,2.0,35.0,1.0,4.0,2.0,0.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2022-03-04T20:35:00.709001
1039,3.0,31.0,3.0,5.0,7443.0,1.0,1.0,36.0,1.0,5.0,1.0,0.0,3.0,2.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,2022-03-04T20:35:20.709001
1040,1.0,27.0,3.0,0.0,1371.0,1.0,1.0,43.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T20:35:40.709001
1041,3.0,38.0,3.0,7.0,3005.0,2.0,2.0,38.0,1.0,3.0,2.0,3.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2022-03-04T20:36:00.709001
1042,3.0,24.0,4.0,3.0,4628.0,2.0,2.0,18.0,1.0,4.0,0.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2022-03-04T20:36:20.709001
1043,3.0,42.0,3.0,4.0,8907.0,4.0,2.0,24.0,1.0,6.0,0.0,3.0,5.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2022-03-04T20:36:40.709001
1044,3.0,36.0,4.0,0.0,3960.0,2.0,2.0,50.0,1.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2022-03-04T20:37:00.709001
1045,3.0,22.0,1.0,7.0,5339.0,0.0,2.0,36.0,1.0,4.0,2.0,2.0,5.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2022-03-04T20:37:20.709001
1046,3.0,33.0,4.0,0.0,7860.0,1.0,1.0,23.0,1.0,5.0,2.0,2.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,2022-03-04T20:37:40.709001
1047,3.0,17.0,3.0,3.0,1501.0,4.0,2.0,53.0,1.0,4.0,2.0,0.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2022-03-04T20:38:00.709001
1048,0.0,5.0,1.0,2.0,470.0,3.0,3.0,46.0,0.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T20:38:20.709001
1049,0.0,39.0,4.0,7.0,6650.0,0.0,2.0,53.0,1.0,5.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2022-03-04T20:38:40.709001
1050,3.0,34.0,4.0,5.0,5720.0,1.0,3.0,38.0,0.0,3.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2022-03-04T20:39:00.709001
1051,3.0,18.0,3.0,0.0,4561.0,0.0,2.0,47.0,1.0,4.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2022-03-04T20:39:20.709001
1052,3.0,41.0,4.0,5.0,5074.0,2.0,0.0,47.0,1.0,4.0,2.0,2.0,4.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,2022-03-04T20:39:40.709001
1053,3.0,26.0,4.0,1.0,5941.0,4.0,2.0,57.0,1.0,5.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2022-03-04T20:40:00.709001
1054,0.0,26.0,1.0,7.0,3916.0,2.0,0.0,48.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,2022-03-04T20:40:20.709001
1055,0.0,20.0,1.0,2.0,4373.0,3.0,0.0,42.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T20:40:40.709001
1056,0.0,11.0,1.0,5.0,3029.0,3.0,1.0,27.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,2022-03-04T20:41:00.709001
1057,3.0,42.0,4.0,0.0,5313.0,1.0,2.0,61.0,1.0,5.0,0.0,2.0,4.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2022-03-04T20:41:20.709001
1058,2.0,13.0,4.0,5.0,2577.0,1.0,3.0,43.0,1.0,3.0,2.0,0.0,3.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,2022-03-04T20:41:40.709001
1059,2.0,10.0,4.0,3.0,250.0,3.0,0.0,50.0,1.0,2.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2022-03-04T20:42:00.709001
1060,3.0,39.0,4.0,0.0,5028.0,1.0,2.0,45.0,1.0,4.0,2.0,0.0,3.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,2022-03-04T20:42:20.709001
1061,3.0,14.0,1.0,2.0,3531.0,0.0,0.0,46.0,0.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T20:42:40.709001
1062,3.0,28.0,4.0,0.0,7092.0,0.0,2.0,56.0,1.0,4.0,2.0,3.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2022-03-04T20:43:00.709001
1063,3.0,28.0,4.0,3.0,3542.0,2.0,0.0,57.0,0.0,4.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2022-03-04T20:43:20.709001
1064,2.0,21.0,1.0,2.0,250.0,1.0,1.0,40.0,1.0,3.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,2022-03-04T20:43:40.709001
1065,0.0,23.0,3.0,1.0,3364.0,2.0,2.0,30.0,1.0,4.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2022-03-04T20:44:00.709001
1066,3.0,47.0,3.0,7.0,3691.0,4.0,1.0,51.0,1.0,3.0,0.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2022-03-04T20:44:20.709001
1067,3.0,15.0,3.0,9.0,8474.0,0.0,1.0,49.0,1.0,3.0,2.0,0.0,3.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,2022-03-04T20:44:40.709001
1068,1.0,24.0,4.0,3.0,4311.0,2.0,1.0,37.0,1.0,2.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2022-03-04T20:45:00.709001
1069,3.0,36.0,4.0,0.0,2434.0,1.0,2.0,33.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,2022-03-04T20:45:20.709001
1070,0.0,39.0,3.0,7.0,2606.0,1.0,1.0,56.0,1.0,3.0,2.0,0.0,2.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,2022-03-04T20:45:40.709001
1071,2.0,10.0,0.0,3.0,250.0,3.0,3.0,52.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T20:46:00.709001
1072,3.0,35.0,4.0,7.0,5572.0,1.0,2.0,33.0,1.0,5.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2022-03-04T20:46:20.709001
1073,3.0,37.0,4.0,0.0,3934.0,2.0,1.0,32.0,1.0,4.0,2.0,0.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,2022-03-04T20:46:40.709001
1074,3.0,25.0,3.0,5.0,6448.0,1.0,2.0,54.0,1.0,4.0,0.0,3.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2022-03-04T20:47:00.709001
1075,0.0,4.0,0.0,4.0,936.0,3.0,3.0,43.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,2022-03-04T20:47:20.709001
1076,2.0,8.0,0.0,2.0,1914.0,3.0,3.0,42.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T20:47:40.709001
1077,3.0,36.0,4.0,0.0,6696.0,1.0,1.0,48.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2022-03-04T20:48:00.709001
1078,3.0,27.0,4.0,3.0,6706.0,1.0,1.0,35.0,1.0,5.0,2.0,3.0,5.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,2022-03-04T20:48:20.709001
1079,3.0,35.0,1.0,0.0,5177.0,2.0,1.0,50.0,0.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T20:48:40.709001
1080,0.0,4.0,4.0,10.0,2411.0,3.0,0.0,34.0,0.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,2022-03-04T20:49:00.709001
1081,1.0,32.0,3.0,10.0,5254.0,1.0,1.0,51.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2022-03-04T20:49:20.709001
1082,3.0,32.0,3.0,8.0,7546.0,1.0,1.0,60.0,1.0,3.0,0.0,3.0,4.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,2022-03-04T20:49:40.709001
1083,3.0,10.0,1.0,5.0,5130.0,1.0,0.0,37.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,2022-03-04T20:50:00.709001
1084,3.0,37.0,4.0,6.0,6991.0,1.0,2.0,32.0,1.0,4.0,0.0,3.0,4.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2022-03-04T20:50:20.709001
1085,3.0,30.0,4.0,7.0,3820.0,1.0,1.0,50.0,1.0,4.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2022-03-04T20:50:40.709001
1086,3.0,35.0,4.0,4.0,4796.0,1.0,0.0,35.0,1.0,4.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2022-03-04T20:51:00.709001
1087,3.0,41.0,4.0,0.0,3617.0,1.0,2.0,46.0,1.0,4.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2022-03-04T20:51:20.709001
1088,3.0,33.0,4.0,0.0,4983.0,2.0,2.0,38.0,1.0,5.0,2.0,0.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2022-03-04T20:51:40.709001
1089,2.0,9.0,0.0,10.0,772.0,3.0,3.0,37.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T20:52:00.709001
1090,3.0,26.0,3.0,5.0,5884.0,1.0,1.0,48.0,1.0,4.0,2.0,3.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2022-03-04T20:52:20.709001
1091,0.0,22.0,1.0,2.0,3580.0,3.0,0.0,65.0,1.0,3.0,2.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T20:52:40.709001
1092,0.0,39.0,4.0,7.0,4508.0,0.0,0.0,19.0,0.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2022-03-04T20:53:00.709001
1093,0.0,15.0,2.0,2.0,250.0,3.0,3.0,30.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T20:53:20.709001
1094,0.0,14.0,2.0,3.0,3942.0,3.0,3.0,39.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T20:53:40.709001
1095,3.0,33.0,4.0,0.0,4454.0,1.0,0.0,30.0,1.0,4.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T20:54:00.709001
1096,3.0,29.0,1.0,3.0,5011.0,0.0,0.0,26.0,1.0,3.0,2.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2022-03-04T20:54:20.709001
1097,2.0,10.0,0.0,2.0,3237.0,3.0,3.0,58.0,0.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T20:54:40.709001
1098,0.0,16.0,4.0,2.0,2324.0,0.0,3.0,39.0,0.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T20:55:00.709001
1099,3.0,37.0,3.0,8.0,6722.0,2.0,2.0,31.0,0.0,5.0,2.0,3.0,5.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2022-03-04T20:55:20.709001
1100,2.0,15.0,1.0,9.0,2728.0,0.0,0.0,57.0,0.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T20:55:40.709001
1101,3.0,30.0,3.0,6.0,8378.0,2.0,2.0,34.0,1.0,5.0,2.0,3.0,4.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,2022-03-04T20:56:00.709001
1102,3.0,21.0,3.0,7.0,6474.0,4.0,2.0,22.0,1.0,5.0,2.0,0.0,5.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,2022-03-04T20:56:20.709001
1103,3.0,50.0,3.0,9.0,8698.0,1.0,2.0,38.0,1.0,4.0,1.0,3.0,5.0,1.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,2022-03-04T20:56:40.709001
1104,3.0,26.0,3.0,0.0,5187.0,1.0,2.0,30.0,1.0,5.0,2.0,3.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2022-03-04T20:57:00.709001
1105,3.0,36.0,4.0,6.0,5858.0,1.0,2.0,40.0,1.0,4.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,2022-03-04T20:57:20.709001
1106,0.0,4.0,2.0,2.0,1637.0,0.0,3.0,30.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T20:57:40.709001
1107,3.0,32.0,4.0,0.0,6990.0,4.0,1.0,52.0,1.0,5.0,2.0,3.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2022-03-04T20:58:00.709001
1108,0.0,24.0,1.0,9.0,250.0,3.0,3.0,39.0,0.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T20:58:20.709001
1109,3.0,26.0,4.0,1.0,4440.0,0.0,0.0,63.0,1.0,4.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,2022-03-04T20:58:40.709001
1110,0.0,7.0,0.0,2.0,1732.0,3.0,3.0,56.0,0.0,2.0,2.0,2.0,3.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,2022-03-04T20:59:00.709001
1111,1.0,30.0,4.0,1.0,4040.0,0.0,1.0,55.0,1.0,3.0,0.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2022-03-04T20:59:20.709001
1112,0.0,15.0,4.0,9.0,3044.0,1.0,0.0,40.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2022-03-04T20:59:40.709001
1113,3.0,19.0,3.0,1.0,4429.0,1.0,2.0,62.0,1.0,3.0,2.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2022-03-04T21:00:00.709001
1114,3.0,17.0,1.0,2.0,3347.0,0.0,1.0,25.0,0.0,3.0,2.0,0.0,4.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2022-03-04T21:00:20.709001
1115,3.0,26.0,4.0,7.0,5299.0,0.0,2.0,30.0,1.0,3.0,2.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2022-03-04T21:00:40.709001
1116,3.0,15.0,0.0,5.0,2811.0,1.0,3.0,32.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T21:01:00.709001
1117,2.0,8.0,0.0,2.0,2876.0,3.0,4.0,60.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T21:01:20.709001
1118,0.0,4.0,1.0,4.0,250.0,3.0,3.0,55.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,0.0,1.0,0.0,2022-03-04T21:01:40.709001
1119,0.0,23.0,1.0,9.0,2930.0,3.0,0.0,37.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2022-03-04T21:02:00.709001
1120,0.0,16.0,4.0,5.0,250.0,1.0,1.0,31.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T21:02:20.709001
1121,3.0,42.0,4.0,9.0,7711.0,4.0,2.0,28.0,1.0,4.0,0.0,3.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2022-03-04T21:02:40.709001
1122,0.0,32.0,1.0,7.0,5038.0,3.0,1.0,53.0,1.0,4.0,2.0,0.0,4.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T21:03:00.709001
1123,2.0,10.0,0.0,2.0,299.0,0.0,3.0,18.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T21:03:20.709001
1124,2.0,14.0,0.0,3.0,974.0,0.0,3.0,47.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T21:03:40.709001
1125,3.0,22.0,4.0,7.0,3378.0,0.0,2.0,32.0,0.0,4.0,2.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2022-03-04T21:04:00.709001
1126,3.0,15.0,1.0,5.0,4609.0,3.0,1.0,49.0,1.0,4.0,2.0,0.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,2022-03-04T21:04:20.709001
1127,0.0,22.0,1.0,5.0,3671.0,0.0,1.0,51.0,0.0,4.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,2022-03-04T21:04:40.709001
1128,3.0,46.0,3.0,0.0,8838.0,1.0,1.0,35.0,1.0,5.0,0.0,3.0,4.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2022-03-04T21:05:00.709001
1129,3.0,28.0,4.0,0.0,5424.0,0.0,1.0,53.0,1.0,4.0,2.0,2.0,5.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2022-03-04T21:05:20.709001
1130,2.0,24.0,4.0,9.0,1268.0,3.0,3.0,56.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T21:05:40.709001
1131,2.0,20.0,4.0,5.0,2770.0,3.0,1.0,38.0,1.0,3.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T21:06:00.709001
1132,2.0,15.0,4.0,7.0,6090.0,1.0,2.0,50.0,1.0,4.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T21:06:20.709001
1133,0.0,20.0,4.0,2.0,250.0,0.0,0.0,54.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,2022-03-04T21:06:40.709001
