checkingstatus,loanduration,credithistory,loanpurpose,loanamount,existingsavings,employmentduration,installmentpercent,sex,othersonloan,currentresidenceduration,ownsproperty,age,installmentplans,housing,existingcreditscount,job,dependents,telephone,foreignworker,prediction,scoring_timestamp
3.0,35.0,3.0,7.0,7533.0,1.0,2.0,53.0,1.0,5.0,1.0,3.0,4.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2022-03-04T18:43:20.709001
0.0,9.0,0.0,2.0,2672.0,3.0,1.0,48.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T18:43:40.709001
3.0,26.0,4.0,0.0,4721.0,0.0,0.0,34.0,0.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2022-03-04T18:44:00.709001
0.0,4.0,4.0,5.0,510.0,3.0,1.0,41.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T18:44:20.709001
3.0,41.0,1.0,5.0,5628.0,4.0,2.0,39.0,1.0,5.0,2.0,2.0,5.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,2022-03-04T18:44:40.709001
3.0,34.0,4.0,5.0,4920.0,1.0,2.0,45.0,1.0,4.0,2.0,3.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,2022-03-04T18:45:00.709001
0.0,22.0,3.0,7.0,2540.0,2.0,0.0,54.0,1.0,3.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2022-03-04T18:45:20.709001
2.0,14.0,4.0,2.0,1628.0,3.0,3.0,39.0,0.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T18:45:40.709001
2.0,6.0,0.0,2.0,250.0,3.0,4.0,42.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T18:46:00.709001
0.0,12.0,1.0,2.0,250.0,1.0,3.0,59.0,0.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,2022-03-04T18:46:20.709001
2.0,9.0,0.0,3.0,250.0,3.0,3.0,54.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T18:46:40.709001
3.0,26.0,4.0,0.0,4724.0,0.0,1.0,56.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T18:47:00.709001
2.0,15.0,1.0,2.0,422.0,1.0,0.0,44.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2022-03-04T18:47:20.709001
3.0,29.0,3.0,0.0,5237.0,2.0,2.0,33.0,1.0,5.0,2.0,3.0,4.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2022-03-04T18:47:40.709001
2.0,4.0,1.0,3.0,250.0,0.0,1.0,35.0,0.0,2.0,2.0,1.0,3.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,2022-03-04T18:48:00.709001
2.0,18.0,1.0,3.0,1610.0,1.0,1.0,36.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T18:48:20.709001
3.0,37.0,1.0,5.0,4396.0,4.0,1.0,53.0,1.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2022-03-04T18:48:40.709001
2.0,4.0,0.0,2.0,250.0,0.0,0.0,24.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,2022-03-04T18:49:00.709001
3.0,31.0,4.0,7.0,5637.0,0.0,1.0,30.0,1.0,4.0,2.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2022-03-04T18:49:20.709001
3.0,43.0,4.0,5.0,5940.0,1.0,1.0,32.0,1.0,3.0,0.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2022-03-04T18:49:40.709001
3.0,8.0,4.0,2.0,4882.0,2.0,2.0,39.0,1.0,4.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2022-03-04T18:50:00.709001
2.0,4.0,0.0,8.0,250.0,3.0,4.0,62.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,2022-03-04T18:50:20.709001
3.0,26.0,4.0,7.0,5346.0,4.0,0.0,62.0,1.0,4.0,2.0,0.0,4.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,2022-03-04T18:50:40.709001
0.0,16.0,1.0,2.0,3181.0,3.0,1.0,32.0,1.0,3.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2022-03-04T18:51:00.709001
3.0,38.0,3.0,6.0,6481.0,2.0,0.0,30.0,1.0,4.0,2.0,2.0,2.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,2022-03-04T18:51:20.709001
0.0,4.0,0.0,2.0,250.0,0.0,0.0,59.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T18:51:40.709001
0.0,19.0,2.0,5.0,250.0,3.0,3.0,36.0,0.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T18:52:00.709001
3.0,38.0,3.0,6.0,7905.0,2.0,2.0,41.0,1.0,6.0,0.0,3.0,5.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2022-03-04T18:52:20.709001
2.0,10.0,1.0,2.0,1315.0,1.0,3.0,35.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T18:52:40.709001
2.0,4.0,0.0,2.0,250.0,3.0,0.0,51.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T18:53:00.709001
3.0,15.0,4.0,8.0,5345.0,0.0,2.0,45.0,1.0,4.0,2.0,0.0,5.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,2022-03-04T18:53:20.709001
2.0,14.0,4.0,7.0,1225.0,1.0,0.0,57.0,1.0,3.0,2.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T18:53:40.709001
3.0,25.0,3.0,0.0,5862.0,1.0,2.0,29.0,1.0,4.0,1.0,0.0,5.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2022-03-04T18:54:00.709001
0.0,15.0,1.0,4.0,5565.0,3.0,1.0,50.0,1.0,3.0,2.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T18:54:20.709001
2.0,4.0,1.0,3.0,250.0,3.0,0.0,53.0,0.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T18:54:40.709001
2.0,13.0,0.0,2.0,250.0,3.0,3.0,45.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T18:55:00.709001
3.0,49.0,4.0,8.0,5595.0,1.0,1.0,33.0,1.0,4.0,0.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2022-03-04T18:55:20.709001
3.0,8.0,1.0,4.0,1903.0,0.0,1.0,24.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2022-03-04T18:55:40.709001
2.0,16.0,1.0,2.0,705.0,3.0,4.0,54.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T18:56:00.709001
0.0,20.0,2.0,5.0,1652.0,3.0,4.0,40.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T18:56:20.709001
1.0,12.0,1.0,3.0,5380.0,3.0,0.0,60.0,1.0,2.0,2.0,3.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2022-03-04T18:56:40.709001
3.0,35.0,4.0,7.0,4945.0,1.0,1.0,58.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,2022-03-04T18:57:00.709001
3.0,40.0,4.0,5.0,6032.0,1.0,1.0,50.0,1.0,5.0,0.0,0.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2022-03-04T18:57:20.709001
2.0,7.0,0.0,2.0,250.0,3.0,3.0,25.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T18:57:40.709001
2.0,21.0,4.0,7.0,1782.0,3.0,1.0,50.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T18:58:00.709001
0.0,35.0,0.0,7.0,3278.0,3.0,1.0,53.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2022-03-04T18:58:20.709001
1.0,28.0,4.0,3.0,3942.0,0.0,1.0,40.0,1.0,4.0,2.0,2.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,2022-03-04T18:58:40.709001
2.0,16.0,1.0,2.0,250.0,3.0,4.0,26.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2022-03-04T18:59:00.709001
0.0,26.0,1.0,2.0,1950.0,1.0,0.0,61.0,0.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T18:59:20.709001
2.0,4.0,2.0,2.0,250.0,3.0,3.0,42.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T18:59:40.709001
2.0,28.0,1.0,7.0,2074.0,1.0,1.0,49.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,2022-03-04T19:00:00.709001
3.0,25.0,4.0,0.0,1749.0,0.0,0.0,47.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:00:20.709001
3.0,18.0,1.0,5.0,3366.0,0.0,0.0,61.0,1.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2022-03-04T19:00:40.709001
2.0,17.0,1.0,5.0,4622.0,3.0,0.0,53.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:01:00.709001
3.0,12.0,1.0,5.0,7114.0,3.0,0.0,39.0,1.0,3.0,2.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2022-03-04T19:01:20.709001
0.0,24.0,1.0,1.0,703.0,2.0,0.0,29.0,0.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:01:40.709001
2.0,11.0,4.0,5.0,1395.0,3.0,1.0,29.0,1.0,3.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:02:00.709001
3.0,39.0,4.0,8.0,6263.0,1.0,2.0,61.0,1.0,5.0,2.0,0.0,5.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2022-03-04T19:02:20.709001
3.0,29.0,4.0,0.0,5488.0,0.0,1.0,34.0,0.0,4.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:02:40.709001
0.0,16.0,1.0,2.0,1370.0,3.0,3.0,33.0,1.0,3.0,2.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:03:00.709001
1.0,26.0,1.0,5.0,3308.0,0.0,1.0,42.0,1.0,4.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,2022-03-04T19:03:20.709001
3.0,22.0,1.0,7.0,3855.0,1.0,2.0,60.0,1.0,4.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:03:40.709001
3.0,27.0,4.0,5.0,5494.0,0.0,2.0,28.0,1.0,4.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2022-03-04T19:04:00.709001
2.0,22.0,1.0,3.0,3233.0,3.0,4.0,37.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:04:20.709001
3.0,34.0,4.0,7.0,5890.0,1.0,2.0,37.0,1.0,3.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2022-03-04T19:04:40.709001
3.0,24.0,4.0,0.0,9361.0,0.0,1.0,44.0,1.0,4.0,0.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2022-03-04T19:05:00.709001
0.0,10.0,1.0,5.0,2190.0,3.0,1.0,55.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2022-03-04T19:05:20.709001
3.0,23.0,4.0,3.0,6572.0,0.0,0.0,34.0,0.0,3.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2022-03-04T19:05:40.709001
2.0,24.0,4.0,7.0,1964.0,1.0,0.0,52.0,0.0,3.0,0.0,0.0,3.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,2022-03-04T19:06:00.709001
3.0,23.0,1.0,7.0,2881.0,0.0,3.0,23.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:06:20.709001
2.0,10.0,0.0,3.0,250.0,0.0,3.0,51.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:06:40.709001
2.0,12.0,0.0,5.0,1329.0,3.0,3.0,36.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:07:00.709001
0.0,4.0,0.0,2.0,952.0,0.0,0.0,35.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:07:20.709001
3.0,21.0,4.0,7.0,4264.0,0.0,1.0,54.0,1.0,4.0,1.0,2.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2022-03-04T19:07:40.709001
0.0,28.0,1.0,5.0,3300.0,3.0,3.0,22.0,1.0,3.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:08:00.709001
2.0,10.0,1.0,10.0,2129.0,3.0,3.0,30.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:08:20.709001
0.0,16.0,1.0,2.0,250.0,1.0,1.0,44.0,0.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,2022-03-04T19:08:40.709001
2.0,4.0,0.0,8.0,917.0,3.0,4.0,53.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,2022-03-04T19:09:00.709001
1.0,4.0,4.0,5.0,400.0,3.0,0.0,37.0,0.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:09:20.709001
2.0,9.0,1.0,2.0,2421.0,3.0,0.0,27.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:09:40.709001
1.0,4.0,4.0,8.0,1289.0,3.0,0.0,25.0,0.0,3.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2022-03-04T19:10:00.709001
3.0,29.0,4.0,3.0,4216.0,2.0,1.0,52.0,1.0,3.0,0.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2022-03-04T19:10:20.709001
2.0,27.0,1.0,9.0,250.0,0.0,0.0,55.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,2022-03-04T19:10:40.709001
2.0,20.0,4.0,9.0,1466.0,3.0,3.0,37.0,0.0,3.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:11:00.709001
0.0,27.0,1.0,5.0,2947.0,2.0,0.0,34.0,0.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:11:20.709001
0.0,17.0,4.0,7.0,5493.0,0.0,0.0,33.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,2022-03-04T19:11:40.709001
3.0,16.0,1.0,2.0,2467.0,0.0,0.0,31.0,1.0,3.0,2.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2022-03-04T19:12:00.709001
0.0,16.0,1.0,8.0,5187.0,3.0,1.0,60.0,1.0,4.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:12:20.709001
2.0,4.0,1.0,2.0,632.0,0.0,0.0,57.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:12:40.709001
1.0,35.0,0.0,1.0,4231.0,1.0,0.0,43.0,0.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:13:00.709001
0.0,20.0,1.0,2.0,250.0,2.0,1.0,41.0,0.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:13:20.709001
1.0,20.0,1.0,7.0,3299.0,2.0,1.0,58.0,0.0,4.0,2.0,0.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,2022-03-04T19:13:40.709001
3.0,17.0,1.0,2.0,4252.0,0.0,3.0,27.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:14:00.709001
3.0,34.0,4.0,0.0,6096.0,1.0,2.0,54.0,1.0,5.0,2.0,0.0,5.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2022-03-04T19:14:20.709001
0.0,6.0,0.0,3.0,250.0,3.0,1.0,51.0,0.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:14:40.709001
3.0,14.0,4.0,7.0,6774.0,0.0,1.0,24.0,0.0,4.0,2.0,0.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,2022-03-04T19:15:00.709001
0.0,10.0,1.0,2.0,2154.0,3.0,1.0,23.0,0.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:15:20.709001
2.0,9.0,0.0,10.0,250.0,0.0,1.0,60.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:15:40.709001
2.0,17.0,1.0,10.0,1984.0,3.0,3.0,65.0,0.0,3.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:16:00.709001
2.0,4.0,1.0,2.0,2043.0,3.0,4.0,38.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2022-03-04T19:16:20.709001
0.0,25.0,4.0,7.0,4662.0,3.0,0.0,57.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:16:40.709001
3.0,24.0,4.0,7.0,3604.0,0.0,1.0,37.0,0.0,3.0,2.0,2.0,4.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,2022-03-04T19:17:00.709001
1.0,12.0,4.0,7.0,2196.0,0.0,1.0,25.0,0.0,4.0,2.0,0.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2022-03-04T19:17:20.709001
0.0,15.0,1.0,5.0,2463.0,1.0,0.0,56.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:17:40.709001
2.0,12.0,0.0,5.0,1293.0,3.0,3.0,43.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:18:00.709001
3.0,21.0,3.0,5.0,5588.0,1.0,1.0,62.0,1.0,4.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:18:20.709001
0.0,31.0,1.0,7.0,250.0,2.0,0.0,47.0,1.0,3.0,2.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2022-03-04T19:18:40.709001
3.0,35.0,3.0,10.0,4311.0,1.0,2.0,21.0,1.0,5.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:19:00.709001
2.0,24.0,1.0,5.0,2601.0,1.0,3.0,54.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:19:20.709001
3.0,50.0,3.0,7.0,5633.0,2.0,1.0,51.0,0.0,4.0,2.0,0.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:19:40.709001
3.0,27.0,4.0,5.0,1634.0,0.0,0.0,27.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:20:00.709001
2.0,10.0,0.0,2.0,1300.0,3.0,0.0,58.0,0.0,3.0,2.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,2022-03-04T19:20:20.709001
2.0,7.0,0.0,10.0,554.0,3.0,0.0,31.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:20:40.709001
2.0,10.0,0.0,3.0,435.0,3.0,3.0,38.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:21:00.709001
3.0,32.0,3.0,10.0,6367.0,1.0,2.0,54.0,1.0,4.0,0.0,3.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2022-03-04T19:21:20.709001
2.0,4.0,0.0,8.0,250.0,3.0,0.0,55.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:21:40.709001
2.0,9.0,4.0,3.0,2376.0,3.0,0.0,21.0,1.0,2.0,2.0,2.0,3.0,0.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,2022-03-04T19:22:00.709001
3.0,15.0,3.0,4.0,1921.0,0.0,0.0,30.0,1.0,3.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2022-03-04T19:22:20.709001
3.0,39.0,4.0,0.0,6320.0,1.0,1.0,56.0,1.0,4.0,2.0,0.0,4.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,2022-03-04T19:22:40.709001
3.0,25.0,0.0,7.0,5900.0,0.0,1.0,55.0,1.0,3.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,2022-03-04T19:23:00.709001
3.0,24.0,4.0,3.0,4425.0,4.0,1.0,37.0,1.0,4.0,2.0,0.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,2022-03-04T19:23:20.709001
1.0,8.0,1.0,2.0,250.0,1.0,0.0,46.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,2022-03-04T19:23:40.709001
3.0,31.0,3.0,6.0,9225.0,1.0,2.0,37.0,1.0,4.0,0.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2022-03-04T19:24:00.709001
2.0,19.0,0.0,3.0,1682.0,0.0,1.0,45.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:24:20.709001
3.0,27.0,4.0,7.0,5468.0,0.0,0.0,56.0,1.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:24:40.709001
1.0,20.0,1.0,5.0,2670.0,3.0,0.0,55.0,0.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:25:00.709001
2.0,8.0,0.0,4.0,1191.0,3.0,0.0,28.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:25:20.709001
3.0,27.0,4.0,7.0,5395.0,0.0,1.0,50.0,0.0,4.0,2.0,0.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,2022-03-04T19:25:40.709001
2.0,8.0,0.0,3.0,2225.0,3.0,0.0,24.0,0.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,2022-03-04T19:26:00.709001
2.0,4.0,0.0,2.0,250.0,0.0,0.0,29.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,2022-03-04T19:26:20.709001
2.0,18.0,1.0,5.0,2503.0,3.0,0.0,61.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2022-03-04T19:26:40.709001
0.0,25.0,1.0,0.0,6088.0,3.0,1.0,40.0,0.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:27:00.709001
0.0,9.0,2.0,2.0,250.0,3.0,0.0,48.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:27:20.709001
2.0,12.0,4.0,3.0,1056.0,3.0,1.0,30.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:27:40.709001
0.0,20.0,1.0,0.0,250.0,3.0,0.0,39.0,0.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-04T19:28:00.709001
3.0,43.0,3.0,8.0,7339.0,2.0,2.0,26.0,1.0,4.0,0.0,0.0,4.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2022-03-04T19:28:20.709001
3.0,28.0,3.0,8.0,7375.0,1.0,1.0,42.0,1.0,5.0,2.0,3.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,2022-03-04T19:28:40.709001
